Unnamed: 0,num_police,date_debut_police,date_fin_police,REGION,DEPT,COMMUNE,CRITAIR,ENERGIE,AGE_VOIT,MARQUE,COULEUR,AGE_PERMIS,SEXE,AGEREV,CS1,ILT,TRANS,GARL,N_COND,ANCIENNETE,N_SINISTRE,1,2,3,4,5,COUT_SINISTRE,DATE_SINISTRE,IS_FRAUD,CHEMIN_IMAGE,SCORE_IA
6578,201000000006578,2010-10-18,2011-10-18,44,88,88519,Crit'air 2,Essence,1,Peugeot,Bleue,18,2,44,4,1,5,1,2,0,1,922.911226298447,0.0,0.0,0.0,0,30.17,2011-03-09,0,../data/True_data\trueimage_68.jpg,0.6028667092323303
6776,201000000006776,2010-12-26,2011-12-26,11,77,77349,Crit'air 3,Gazole,9,Dacia,Blanche,18,1,60,7,Z,Z,1,5,6,1,70.9979913480986,0.0,0.0,0.0,0,1351.34,2011-05-19,0,../data/True_data\trueimage_95.jpg,0.20437836647033691
6840,201000000006840,2010-06-28,2011-06-28,27,89,89482,Crit'air 1,Essence,0,Renault,Violette,20,2,59,8,Z,Z,1,1,0,1,484.251026300642,0.0,0.0,0.0,0,467.01,2010-10-31,0,../data/True_data\trueimage_60.jpg,0.44428786635398865
7145,201000000007145,2010-01-28,2010-12-05,75,17,17436,Crit'air 2,Essence,2,Citroën,Jaune,18,1,38,5,2,5,2,2,0,1,229.699618219853,0.0,0.0,0.0,0,401.87,2010-08-19,0,../data/True_data\trueimage_3.jpg,0.2719328701496124
7308,201000000007308,2010-07-14,2011-07-14,27,89,89247,Crit'air 5,Gazole,19,Peugeot,Sable,18,2,63,7,Z,Z,2,2,1,1,6.1094703401941,0.0,0.0,0.0,0,3702.46,2011-05-03,0,../data/True_data\trueimage_107.jpg,0.6701610684394836
7512,201000000007512,2010-06-08,2011-06-08,76,66,66061,Crit'air 4,Gazole,13,Renault,Autre,20,2,30,2,1,5,2,2,8,1,34.2462115826943,0.0,0.0,0.0,0,718.03,2011-02-18,0,../data/True_data\trueimage_100.jpg,0.6575487852096558
7768,201000000007768,2010-04-13,2011-04-13,76,30,30014,Crit'air 3,Gazole,16,Citroën,Grise,20,1,61,5,2,5,1,2,4,1,1012.1269120407,0.0,0.0,0.0,0,295.28,2010-11-05,0,../data/True_data\trueimage_70.jpg,0.915771484375
8005,201000000008005,2010-03-03,2011-03-03,44,51,51166,Crit'air 3,Gazole,10,Peugeot,Rouge,19,2,25,6,2,5,1,1,6,1,2155.72842485815,0.0,0.0,0.0,0,1184.27,2010-05-22,0,../data/True_data\trueimage_8.jpg,0.8090991973876953
8116,201000000008116,2010-10-03,2011-10-03,76,81,81042,Crit'air 2,Essence,11,Toyota,Sable,18,2,39,4,2,5,1,1,2,1,5714.56440613085,0.0,0.0,0.0,0,100.69,2011-01-11,0,../data/True_data\trueimage_105.jpg,0.6382373571395874
8197,201000000008197,2010-01-21,2011-01-21,52,85,85167,Crit'air 2,Gazole,5,Peugeot,Verte,19,1,57,2,2,5,2,1,0,1,154.576977270192,0.0,0.0,0.0,0,5370.97,2011-01-20,0,../data/True_data\trueimage_28.jpg,0.5713337063789368
8335,201000000008335,2010-01-12,2011-01-12,76,31,31589,Crit'air 3,Gazole,15,Peugeot,Sable,18,2,40,4,2,5,1,4,8,1,4548.53268570425,0.0,0.0,0.0,0,322.1,2010-08-13,0,../data/True_data\trueimage_3.jpg,0.2719328701496124
8457,201000000008457,2010-10-17,2011-10-17,32,60,60270,Crit'air 3,Essence,8,Dacia,Sable,18,2,46,5,3,5,2,2,7,1,959.655153914784,0.0,0.0,0.0,0,470.94,2011-03-19,0,../data/True_data\trueimage_40.jpg,0.8248931169509888
8589,201000000008589,2010-12-07,2011-12-07,44,57,57574,Crit'air 3,Essence,8,Volvo,Rouge,18,1,31,3,7,5,1,2,0,1,8205.51368312752,0.0,0.0,0.0,0,1559.55,2011-04-18,0,../data/True_data\trueimage_76.jpg,0.3820040822029114
8614,201000000008614,2010-10-21,2011-10-21,84,69,69176,Crit'air 1,Essence,4,Citroën,Sable,20,2,46,4,2,5,1,2,2,1,738.389297704358,0.0,0.0,0.0,0,1185.17,2011-09-05,0,../data/True_data\trueimage_70.jpg,0.915771484375
8636,201000000008636,2010-10-20,2011-10-20,32,59,59170,Crit'air 2,Gazole,5,Peugeot,Noire,18,1,73,7,Z,Z,1,2,2,1,1142.97388889945,0.0,0.0,0.0,0,983.8,2011-03-14,0,../data/True_data\trueimage_2.jpg,0.5679291486740112
8711,201000000008711,2010-04-01,2011-04-01,84,73,73147,Crit'air 2,Gazole,7,Peugeot,Sable,19,1,57,2,1,5,1,5,2,1,79.9347520563356,0.0,0.0,0.0,0,413.03,2010-10-26,0,../data/True_data\trueimage_57.jpg,0.6391335725784302
8837,201000000008837,2010-12-12,2011-12-12,52,44,44022,Non classee,Gazole,22,Ford,Blanche,20,1,53,4,2,5,1,2,7,2,144.524444139772,269.055925050992,0.0,0.0,0,1026.48,2011-09-26,0,../data/True_data\trueimage_13.jpg,0.21281377971172333
8837,201000000008837,2010-12-12,2011-12-12,52,44,44022,Non classee,Gazole,22,Ford,Blanche,20,1,53,4,2,5,1,2,7,2,144.524444139772,269.055925050992,0.0,0.0,0,596.83,2011-03-22,0,../data/True_data\trueimage_3.jpg,0.2719328701496124
8840,201000000008840,2010-12-08,2011-12-08,27,89,89204,Crit'air 3,Essence,10,Citroën,Bleue,18,2,58,5,4,6,1,2,8,1,332.536503526544,0.0,0.0,0.0,0,16276.56,2011-08-03,0,../data/True_data\trueimage_83.jpg,0.6951559782028198
9246,201000000009246,2010-09-28,2011-06-19,24,37,37249,Crit'air 3,Gazole,21,Volkswagen,Grise,18,2,41,4,2,5,1,2,6,1,735.054940262529,0.0,0.0,0.0,0,1279.42,2010-12-05,0,../data/True_data\trueimage_88.jpg,0.5664423108100891
9276,201000000009276,2010-09-02,2011-09-02,75,79,79347,Crit'air 2,Essence,9,Renault,Noire,20,1,59,5,2,5,1,3,7,1,1004.22390648115,0.0,0.0,0.0,0,908.23,2010-11-11,0,../data/True_data\trueimage_93.jpg,0.7383500933647156
9665,201000000009665,2010-01-30,2011-01-30,11,78,78531,Crit'air 2,Essence,8,Volvo,Sable,18,1,59,4,7,2,2,3,2,1,388.723399291459,0.0,0.0,0.0,0,1550.61,2011-01-24,1,../data/Fake_data\fakeimage_27.jpg,0.8582839369773865
9716,201000000009716,2010-11-05,2011-11-05,75,79,79149,Crit'air 1,Essence,2,Ford,Jaune,18,2,58,5,Z,Z,1,4,1,1,494.891314868333,0.0,0.0,0.0,0,195.92,2011-03-05,0,../data/True_data\trueimage_47.jpg,0.46450793743133545
9729,201000000009729,2010-05-15,2011-03-02,75,79,79313,Crit'air 1,Essence,1,Citroën,Grise,18,1,74,7,Z,Z,1,1,0,1,7.81276349324294,0.0,0.0,0.0,0,665.04,2010-12-26,0,../data/True_data\trueimage_98.jpg,0.3096746802330017
10049,201000000010049,2010-09-24,2011-09-24,32,80,80010,Crit'air 2,Gazole,7,Ford,Rouge,18,1,45,1,1,1,2,3,3,1,1093.52638448541,0.0,0.0,0.0,0,1495.02,2010-10-13,0,../data/True_data\trueimage_116.jpg,0.40038153529167175
10052,201000000010052,2010-12-30,2011-12-30,76,09,09303,Crit'air 2,Essence,7,Mercedes-Benz,Blanche,19,2,52,4,2,5,2,1,1,1,4537.21275598585,0.0,0.0,0.0,0,1830.88,2011-04-26,0,../data/True_data\trueimage_13.jpg,0.21281377971172333
10204,201000000010204,2010-07-05,2011-07-05,32,80,80163,Crit'air 2,Essence,3,Fiat,Noire,18,1,52,4,Z,Z,1,2,1,1,1007.32091544176,0.0,0.0,0.0,0,38.09,2010-10-04,0,../data/True_data\trueimage_45.jpg,0.8885266184806824
10357,201000000010357,2010-12-25,2011-12-25,44,51,51662,Crit'air 2,Essence,6,Renault,Violette,20,2,76,7,Z,Z,1,1,4,1,0.118797971249713,0.0,0.0,0.0,0,42733.34,2011-09-04,0,../data/True_data\trueimage_24.jpg,0.2877748906612396
10528,201000000010528,2010-05-27,2011-05-27,28,76,76705,Non classee,Essence,23,Peugeot,Noire,22,2,77,7,Z,Z,2,1,15,1,509.445770316224,0.0,0.0,0.0,0,764.4,2010-08-16,0,../data/True_data\trueimage_54.jpg,0.9034841060638428
10600,201000000010600,2010-08-23,2011-08-23,84,69,69241,Crit'air 2,Gazole,10,Volkswagen,Rouge,18,1,41,3,2,4,1,2,2,1,1153.65909595311,0.0,0.0,0.0,0,1261.42,2011-04-14,0,../data/True_data\trueimage_51.jpg,0.7689429521560669
10786,201000000010786,2010-07-30,2011-07-30,44,54,54403,Crit'air 2,Essence,10,Peugeot,Verte,18,1,45,6,2,5,2,2,7,1,161.880720361698,0.0,0.0,0.0,0,1283.79,2011-07-10,0,../data/True_data\trueimage_42.jpg,0.32763907313346863
11161,201000000011161,2010-05-27,2011-05-27,44,54,54444,Crit'air 5,Gazole,20,Mini,Violette,24,2,72,5,2,5,1,2,7,1,429.431519810052,0.0,0.0,0.0,0,1026.34,2010-09-02,0,../data/True_data\trueimage_116.jpg,0.40038153529167175
11181,201000000011181,2010-04-15,2011-04-15,27,90,90052,Crit'air 1,Essence,5,Peugeot,Noire,22,1,47,5,2,5,1,2,4,1,2707.62122232659,0.0,0.0,0.0,0,2064.44,2011-04-08,0,../data/True_data\trueimage_50.jpg,0.9426663517951965
11210,201000000011210,2010-11-26,2011-05-27,75,40,40036,Crit'air 2,Essence,3,Dacia,Rouge,19,1,34,5,3,5,1,2,0,1,2988.88727054766,0.0,0.0,0.0,0,104.4,2011-02-28,0,../data/True_data\trueimage_113.jpg,0.44835785031318665
11370,201000000011370,2010-02-15,2011-02-15,44,88,88270,Crit'air 3,Essence,14,Suzuki,Noire,18,2,44,5,Z,Z,2,2,7,1,365.994407616403,0.0,0.0,0.0,0,1275.65,2010-10-06,0,../data/True_data\trueimage_29.jpg,0.7959882616996765
11545,201000000011545,2010-07-20,2011-07-20,75,86,86034,Crit'air 1,Essence,2,Jeep,Blanche,23,2,62,5,1,5,2,2,1,1,104.00308917898,0.0,0.0,0.0,0,329.8,2010-07-26,0,../data/True_data\trueimage_103.jpg,0.7943695187568665
11634,201000000011634,2010-11-11,2011-11-11,28,76,76614,Crit'air 2,Essence,10,Skoda,Sable,19,1,57,4,2,5,1,2,2,1,9.29270132629958,0.0,0.0,0.0,0,86.6,2010-12-07,0,../data/True_data\trueimage_109.jpg,0.7687264084815979
11908,201000000011908,2010-01-23,2011-01-23,44,55,55415,Non classee,Gazole,25,Renault,Verte,24,1,46,6,3,5,2,2,8,1,134.220573583627,0.0,0.0,0.0,0,4070.98,2010-04-30,0,../data/True_data\trueimage_28.jpg,0.5713337063789368
12219,201000000012219,2010-07-13,2011-07-13,11,77,77268,Crit'air 3,Essence,14,Citroën,Blanche,18,1,65,7,Z,Z,1,3,8,1,19.171837942193,0.0,0.0,0.0,0,8028.61,2011-06-30,1,../data/Fake_data\fakeimage_46.jpg,0.4856512248516083
12261,201000000012261,2010-07-21,2011-07-21,44,67,67145,Crit'air 3,Gazole,20,Ford,Blanche,18,2,59,5,1,1,1,5,16,2,949.360061346017,234.504292538587,0.0,0.0,0,5280.93,2011-02-02,0,../data/True_data\trueimage_114.jpg,0.7955238223075867
12261,201000000012261,2010-07-21,2011-07-21,44,67,67145,Crit'air 3,Gazole,20,Ford,Blanche,18,2,59,5,1,1,1,5,16,2,949.360061346017,234.504292538587,0.0,0.0,0,330.23,2011-03-29,0,../data/True_data\trueimage_19.jpg,0.49084603786468506
12425,201000000012425,2010-09-20,2011-09-20,52,85,85146,Crit'air 3,Gazole,18,Peugeot,Verte,18,2,76,7,Z,Z,1,1,13,1,458.469234876934,0.0,0.0,0.0,0,14238.74,2011-02-28,0,../data/True_data\trueimage_24.jpg,0.2877748906612396
12644,201000000012644,2010-09-29,2011-09-29,28,27,27477,Crit'air 2,Essence,4,Opel,Verte,19,2,67,7,Z,Z,1,2,2,1,793.21936153981,0.0,0.0,0.0,0,322.35,2011-07-18,0,../data/True_data\trueimage_6.jpg,0.763137936592102
12791,201000000012791,2010-01-06,2011-01-06,27,89,89387,Crit'air 1,Essence,8,Audi,Rouge,18,2,25,5,Z,Z,1,1,4,1,486.955837293057,0.0,0.0,0.0,0,3723.03,2010-01-16,0,../data/True_data\trueimage_111.jpg,0.48448288440704346
12835,201000000012835,2010-04-03,2011-04-03,76,66,66009,Crit'air 5,Gazole,17,Kia,Bleue,20,1,55,5,2,5,2,3,3,1,247.262682936113,0.0,0.0,0.0,0,1782.06,2011-03-19,0,../data/True_data\trueimage_53.jpg,0.24574050307273865
12945,201000000012945,2010-07-11,2011-07-11,52,49,49195,Crit'air 1,Essence,5,Citroën,Grise,19,1,51,6,1,5,1,4,0,1,21.4913989243173,0.0,0.0,0.0,0,319.54,2011-06-26,0,../data/True_data\trueimage_87.jpg,0.8777451515197754
13028,201000000013028,2010-11-16,2011-11-16,32,80,80295,Non classee,Essence,25,Citroën,Grise,18,1,43,6,2,5,2,2,21,1,101.030068565249,0.0,0.0,0.0,0,878.12,2011-02-09,0,../data/True_data\trueimage_24.jpg,0.2877748906612396
